FIPS,area_name,MMR_VR,pop2020,State,pop_cat,Area_Type,std_fox_rtg,std_cnn_rtg,std_msn_rtg,std_local_rtg,VH_2021_09_16,VH_2021_12_15,case_rate_9_16_21,case_rate_12_15_21,black_pct,hispanic_pct,higher_edu,med_hhincome,median_age,vehicle_perhh,wo_insur_pct,republican,twt501
1001,"Autauga County, Alabama",0.9536,58805,Alabama,Q3,Urban,,,,,57.94268736,52.74660366,15838.06042,18038.06771,19.463,3.6,57.3,58233,38.2,2,7.1,71.4368023,NA
1003,"Baldwin County, Alabama",0.97,231767,Alabama,Q4,Urban,,,,,46.94446187,40.53862763,15142.79427,16537.29823,7.86,5.474,63.3,59871,43,1.91,8.9,76.17137282,0.65347055
1005,"Barbour County, Alabama",0.9283,25223,Alabama,Q2,Rural,,,,,55.82111318,49.1695698,13129.73986,14733.15172,47.31,5.987,39,35972,40.4,1.73,11.3,53.45122647,NA
1007,"Bibb County, Alabama",0.9432,22293,Alabama,Q2,Rural,,,,,63.53934089,60.5162097,17188.61142,19649.34541,19.795,3.319,35.8,47918,40.9,1.96,10.7,78.42626368,NA
1009,"Blount County, Alabama",0.974,59134,Alabama,Q3,Rural,,,,,68.29453879,64.66641303,15576.72888,18367.72657,1.429,9.759,47.7,52902,40.7,2.2,10.8,89.57155285,0
1011,"Bullock County, Alabama",0.8777,10357,Alabama,Q1,Rural,,,,,48.14374814,41.95624196,13968.46853,14838.82536,71.411,4.857,33.5,31906,40.2,1.92,11.4,24.84283546,NA
1013,"Butler County, Alabama",0.9729,19051,Alabama,Q2,Rural,,,,,57.38893459,53.39880708,15888.92971,18210.51763,44.25,1.365,39.9,39944,40.8,1.9,8.7,57.52529511,NA
1015,"Calhoun County, Alabama",0.964,116441,Alabama,Q4,Urban,,,,,52.61828265,45.53760838,16664.96951,19496.20102,21.95,4.303,50.6,47747,39.6,1.97,9.5,68.84843968,0.186825885
1017,"Chambers County, Alabama",0.919,34772,Alabama,Q3,Rural,,,,,68.35869369,65.06284958,14658.3458,16778.68893,38.859,3.557,45.4,42015,42,1.95,10.3,57.26903952,0
1019,"Cherokee County, Alabama",0.983,24971,Alabama,Q2,Rural,,,,,67.81569705,63.49824401,10894.92383,12946.44645,3.953,1.602,43.7,45982,46.5,2.14,8.6,86.0336558,NA
1021,"Chilton County, Alabama",0.9712,45014,Alabama,Q3,Rural,,,,,63.19888359,58.75348879,13546.2618,15889.025,9.035,9.815,38.5,49692,38.7,2.02,13,83.29880891,NA
1023,"Choctaw County, Alabama",0.911,12665,Alabama,Q2,Rural,,,,,31.17801255,23.32194773,5642.095764,7549.489594,41.311,0.892,46.6,39808,46.3,2.02,10.3,57.5562701,NA
1025,"Clarke County, Alabama",0.9617,23087,Alabama,Q2,Rural,,,,,45.22902379,40.39031411,19210.56377,21077.41524,44.419,0.892,41.1,43822,42.5,1.95,9.7,55.75942139,NA
1027,"Clay County, Alabama",0.9246,14236,Alabama,Q2,Rural,,,,,56.16169248,51.21269362,15206.92008,17814.99619,13.789,3.154,41.2,40562,43.3,2.17,10.3,80.82251082,NA
1029,"Cleburne County, Alabama",0.9393,15056,Alabama,Q2,Rural,,,,,68.20925553,64.16498994,13561.75042,17044.937,3.095,1.886,43.8,51276,43.1,2.15,12.3,89.7191089,NA
1031,"Coffee County, Alabama",0.9235,53465,Alabama,Q3,Urban,,,,,60.68358106,54.41901341,15863.24832,17711.18622,16.385,9.141,58.2,57299,39.3,1.99,9.8,75.86531987,NA
1033,"Colbert County, Alabama",0.9578,57227,Alabama,Q3,Urban,,,,,50.83361996,46.1631759,14253.01244,16458.01557,16.227,3.027,48.7,46683,42.4,1.97,7.2,68.86251165,NA
1035,"Conecuh County, Alabama",0.9262,11597,Alabama,Q2,Rural,,,,,52.29966023,47.87436811,14758.74302,16753.10117,44.011,2.207,38.2,41539,44.8,1.74,12.7,53.438907,NA
1037,"Coosa County, Alabama",1,10387,Alabama,Q1,Rural,,,,,58.82959767,54.88136547,15128.80111,18066.53922,28.959,1.935,41.1,42024,48.4,2.1,8,66.27121738,NA
1039,"Covington County, Alabama",0.9587,37570,Alabama,Q3,Rural,,,,,59.82887527,56.02310454,16370.58443,18676.75577,12.262,1.741,48.1,44836,43.3,1.92,11.1,83.68330465,0.548523207
1041,"Crenshaw County, Alabama",0.9669,13194,Alabama,Q2,Rural,,,,,64.18820796,60.86261981,17054.28875,19926.80656,23.518,1.417,40.6,43309,41.7,2,8.7,73.50763186,NA
1043,"Cullman County, Alabama",0.9378,87866,Alabama,Q4,Rural,,,,,60.85736797,57.39303791,15459.57968,18553.7393,1.066,4.719,50,50897,40.8,2.12,11.1,88.12214762,2.191198225
1045,"Dale County, Alabama",0.9608,49326,Alabama,Q3,Rural,,,,,49.25160661,41.33043195,16386.89535,18418.27839,20.762,6.597,54.4,45120,37.3,1.95,11.6,72.4642821,NA
1047,"Dallas County, Alabama",0.8854,38462,Alabama,Q3,Urban,,,,,51.94644585,45.31401226,11813.8868,13854.11946,69.937,0.77,47.7,34034,39.6,1.75,11.1,30.92252575,NA
1049,"DeKalb County, Alabama",0.9554,71608,Alabama,Q4,Rural,,,,,65.5111658,61.03645491,16211.27727,18388.20882,1.461,16.4,45.3,44277,39.5,2.08,13.7,84.36776128,NA
1051,"Elmore County, Alabama",0.9441,87977,Alabama,Q4,Rural,,,,,54.07651861,48.19785984,15577.448,18234.14886,20.7,3.175,55.6,62310,38.7,2.06,7.4,73.51693883,NA
1053,"Escambia County, Alabama",0.977,36757,Alabama,Q3,Rural,,,,,60.44277018,56.18977425,16987.24053,18981.02985,29.902,2.043,37.3,42712,40,1.71,14.2,68.31552483,NA
1055,"Etowah County, Alabama",0.9412,103436,Alabama,Q4,Urban,,,,,57.81671686,53.22094888,17630.63979,19480.09259,14.643,4.732,51.9,43047,41.4,1.98,10.6,74.43848475,0.067389004
1057,"Fayette County, Alabama",0.8746,16321,Alabama,Q2,Rural,,,,,65.44595755,61.91264875,16293.64447,20469.68411,10.637,2.426,41.6,44212,43.7,2.02,7.6,83.27629478,NA
1059,"Franklin County, Alabama",0.9794,32113,Alabama,Q3,Rural,,,,,54.3173267,50.02550858,17283.61011,19957.20469,3.631,19.491,39.7,44874,38.6,2.08,11.7,82.49324217,NA
1061,"Geneva County, Alabama",0.982,26659,Alabama,Q3,Rural,,,,,60.96836816,56.84975829,15392.28242,17550.22426,8.406,4.861,45.7,43089,43.2,1.99,12.6,86.47269829,NA
1063,"Greene County, Alabama",0.7983,7730,Alabama,Q1,Rural,,,,,46.60337813,39.52656886,15204.21364,16958.04842,80.802,0.789,41,28699,40.9,1.56,12.8,18.32460733,0.012698413
1065,"Hale County, Alabama",0.9357,14785,Alabama,Q2,Rural,,,,,38.61852433,32.14797625,19011.54645,21752.74168,56.388,1.008,43.5,40745,40.5,1.76,9.5,40.40506329,0.044208665
1067,"Henry County, Alabama",0.9778,17146,Alabama,Q2,Rural,,,,,54.04242953,48.43940715,16657.77941,18870.70704,24.775,1.948,48.2,48597,44.4,2,9.8,71.05829211,NA
1069,"Houston County, Alabama",0.9229,107202,Alabama,Q4,Urban,,,,,56.71691128,51.65561663,14696.15439,16673.72943,26.5,4.18,55.4,50138,40.1,1.81,10.5,70.64301648,0.528169014
1071,"Jackson County, Alabama",0.9329,52579,Alabama,Q3,Rural,,,,,50.43776392,44.44465967,16854.36608,19580.87558,3.112,3.197,44.4,44322,43.1,2.06,9.5,83.22051108,0.047941449
1073,"Jefferson County, Alabama",0.937,674721,Alabama,Q4,Urban,,,,,40.48829818,33.50441029,15935.09444,17300.88648,41.695,5.166,64.2,54127,37.7,1.8,9.2,42.60974442,0.381792241
1075,"Lamar County, Alabama",0.9838,13972,Alabama,Q2,Rural,,,,,57.08801159,52.6403477,13081.26457,18225.22596,10.199,1.489,41.9,42686,44.8,1.96,10.6,85.83344919,NA
1077,"Lauderdale County, Alabama",0.9681,93564,Alabama,Q4,Rural,,,,,50.83199431,45.87992969,13652.68693,16255.18362,9.879,3.29,53.7,48188,41,2.01,9,71.54198336,0.233803553
1079,"Lawrence County, Alabama",0.9492,33073,Alabama,Q3,Rural,,,,,52.54525574,47.91641356,12032.25765,14766.46898,9.99,2.706,41.1,47797,42.4,2.1,9.1,76.86357682,NA
1081,"Lee County, Alabama",0.9172,174241,Alabama,Q4,Urban,,,,,61.38128867,57.1525811,12277.90409,14795.35323,22.71,5.243,68.1,54160,31.9,1.96,7.8,59.09249955,0.435625076
1083,"Limestone County, Alabama",0.9943,103570,Alabama,Q4,Rural,,,,,64.31784866,60.03134004,13244.18268,15742.6999,12.848,6.998,55.9,64729,39.7,2.14,9.6,70.35645374,0.430107527
1085,"Lowndes County, Alabama",0.9928,10311,Alabama,Q1,Rural,,,,,46.85379395,41.64096237,16167.20008,17311.60896,69.751,1.358,41,33930,42,1.73,8.8,26.86174104,NA
1087,"Macon County, Alabama",0.8462,19532,Alabama,Q2,Rural,,,,,50.31547487,44.28270976,10706.97171,12676.63322,79.055,1.848,53,34281,38.6,1.75,7.5,17.66594062,NA
1089,"Madison County, Alabama",0.9486,388153,Alabama,Q4,Urban,,,,,39.36429531,30.76246484,12174.94869,13895.25706,23.719,6.424,72.2,68609,38.5,1.94,8.3,52.77074658,0.471386828
1091,"Marengo County, Alabama",0.9393,19323,Alabama,Q2,Rural,,,,,42.02936967,36.84461644,16347.6538,17749.38822,52.725,1.904,47.2,38838,42.2,1.7,8.8,49.01834862,1
1093,"Marion County, Alabama",0.9702,29341,Alabama,Q3,Rural,,,,,63.21316773,59.44326635,15160.64795,18615.58911,3.769,2.941,46.6,44675,44.3,1.99,8.7,88.39718983,0.438596491
1095,"Marshall County, Alabama",0.9461,97612,Alabama,Q4,Rural,,,,,53.75824085,48.23816314,17269.39311,19406.71814,2.487,16.041,52.2,48913,38.8,1.99,12.3,83.69940739,0.44867019
1097,"Mobile County, Alabama",0.8947,414809,Alabama,Q4,Urban,,,,,50.440212,44.16955059,16645.42338,17994.40913,35.258,3.236,53.8,49492,37.9,1.82,11.2,55.27450809,0.219737845
1099,"Monroe County, Alabama",0.9797,19772,Alabama,Q2,Rural,,,,,52.81435393,48.32875127,15329.03673,17130.28525,41.973,1.047,37.4,40005,43.3,1.76,11.4,57.62092238,NA
1101,"Montgomery County, Alabama",0.8643,228954,Alabama,Q4,Urban,,,,,45.47919077,37.9396519,13987.52588,15158.37866,56.984,4.666,62.9,52711,36.4,1.74,10,33.60029857,0.210422271
1103,"Morgan County, Alabama",0.9378,123421,Alabama,Q4,Urban,,,,,56.61143559,51.75176932,15297.00317,18397.19335,12.521,10.028,52.3,54355,40.6,2.06,9.6,73.83194967,0.556294326
1105,"Perry County, Alabama",0.9423,8511,Alabama,Q1,Rural,,,,,50.42026224,45.61246218,15502.62685,16707.78992,69.745,1.046,42.3,29572,36.9,1.54,9.3,25.60229446,NA
1107,"Pickens County, Alabama",0.8325,19123,Alabama,Q2,Rural,,,,,49.36276969,43.49222278,15327.84007,17569.71784,39.162,5.506,43.9,40249,42.2,2,9.1,57.86098469,NA
1109,"Pike County, Alabama",0.9228,33009,Alabama,Q3,Rural,,,,,57.74596847,52.94437398,13124.99189,15650.70998,36.772,2.742,54,41271,31.2,1.8,9.7,58.10273824,0.082139239
1111,"Randolph County, Alabama",0.9408,21967,Alabama,Q2,Rural,,,,,65.91849309,61.61429452,12936.28755,15497.92221,17.367,2.754,46.5,42922,43.4,2.1,9.1,78.97942235,NA
1113,"Russell County, Alabama",0.9047,59183,Alabama,Q3,Urban,,,,,59.82470972,50.62887114,9833.905007,12083.58578,44.342,5.399,55.6,43670,36.3,1.79,11.5,46.2468939,0
1115,"St. Clair County, Alabama",0.9491,91103,Alabama,Q4,Rural,,,,,60.01429976,55.99137546,15978.77442,18729.5071,9.497,2.826,50.9,65403,40.3,2.15,8.5,81.37980694,NA
1117,"Shelby County, Alabama",0.9644,223024,Alabama,Q4,Urban,,,,,62.36736456,58.16896492,15454.58272,17321.51825,12.976,7.38,73.8,77801,39.3,2.08,6.2,69.33449326,NA
1119,"Sumter County, Alabama",0.8875,12345,Alabama,Q2,Rural,,,,,44.52402028,37.90134385,9894.115605,11391.54082,72.88,1.061,50.7,29209,35.6,1.69,12.5,25.40136703,0.006200397
1121,"Talladega County, Alabama",0.9665,82149,Alabama,Q4,Rural,,,,,61.94703543,57.89092,14520.30544,17441.82609,32.184,2.166,48.3,47719,41.3,1.95,9.3,62.34753105,0.21307154
1123,"Tallapoosa County, Alabama",0.9793,41311,Alabama,Q3,Rural,,,,,60.48752694,56.49416603,14934.45191,17744.14978,25.197,2.769,48.3,47100,44.7,1.93,8.2,71.28293078,NA
1125,"Tuscaloosa County, Alabama",0.9224,227036,Alabama,Q4,Urban,,,,,55.98433283,50.76926751,14200.5799,16019.23421,30.43,5.417,60.6,52307,33,1.86,7.2,56.68832897,0.170088988
1127,"Walker County, Alabama",0.9677,65342,Alabama,Q3,Rural,,,,,51.5357126,46.64126824,15168.97904,18797.57933,6.013,3.293,46.7,45991,42.1,2.05,11.8,83.41995509,NA
1129,"Washington County, Alabama",0.9208,15388,Alabama,Q2,Rural,,,,,51.67217935,47.21303442,15581.71488,16734.74693,21.562,0.897,41.7,48864,43.7,2.06,9.4,73.95223073,NA
1131,"Wilcox County, Alabama",0.9218,10600,Alabama,Q1,Rural,,,,,42.74558951,37.20235226,14345.01348,16877.35849,70.594,1.057,38.9,30998,40.5,1.7,10.9,31.05200745,0
1133,"Winston County, Alabama",0.9334,23540,Alabama,Q2,Rural,,,,,77.08747725,74.91641627,16775.09406,20489.13703,0.599,3.462,39.7,40827,45.2,2.06,12.3,90.34916696,NA
2013,"Aleutians East Borough, Alaska",NA,3420,Alaska,Q1,Rural,,,,,26.01138747,19.71830986,12080.2005,13212.19716,8.684,19.708,45.9,66923,42.5,1.33,46.3,60.313756,NA
2016,"Aleutians West Census Area, Alaska",NA,5232,Alaska,Q1,Rural,,,,,35.17926873,31.22115726,16153.34207,18135.64875,4.95,12.768,49.3,84726,38.6,1.43,17.5,43.31116038,NA
2020,"Anchorage Municipality, Alaska",NA,291247,Alaska,Q4,Urban,,,,,39.49756944,31.04548611,14104.13056,21369.04905,5.005,9.078,70.3,82512,33.6,1.88,11.2,31.78604775,0.19167644
2050,"Bethel Census Area, Alaska",NA,18666,Alaska,Q2,Rural,,,,,39.85641249,29.14173828,24983.54533,36802.58989,0.455,1.109,34.8,48262,27.3,0.68,20.3,NA,NA
2068,"Denali Borough, Alaska",NA,1619,Alaska,Q1,Rural,,,,,48.1163567,40.77253219,12344.48072,18282.89067,0.679,1.977,67.6,78434,42.1,2.29,18.5,NA,NA
2070,"Dillingham Census Area, Alaska",NA,4857,Alaska,Q1,Rural,,,,,53.76322213,47.49796583,9482.631842,20244.71308,0.515,3.006,46.4,57436,30.2,1.01,20.9,NA,NA
2090,"Fairbanks North Star Borough, Alaska",NA,95655,Alaska,Q4,Urban,,,,,47.94886886,38.71077657,10810.27801,18157.21678,4.196,7.653,70.4,74076,31.3,2.01,9.8,NA,0.352800927
2100,"Haines Borough, Alaska",NA,2080,Alaska,Q1,Rural,,,,,35.77075099,29.0513834,7135.989011,11689.56044,0.096,3.221,63.7,62548,44.7,2.08,13.4,NA,NA
2110,"Juneau City and Borough, Alaska",NA,32255,Alaska,Q3,Urban,,,,,30.28398073,22.49640333,8096.19771,13271.03218,1.085,6.439,74.7,85419,38.1,1.75,10.5,NA,0.015503876
2122,"Kenai Peninsula Borough, Alaska",NA,58799,Alaska,Q3,Rural,,,,,56.07923963,50.62172106,12867.56577,20513.71136,0.656,3.959,61.7,68625,40.8,1.94,16,NA,NA
2130,"Ketchikan Gateway Borough, Alaska",NA,13948,Alaska,Q2,Urban,,,,,39.6230487,33.51557442,9259.904134,15999.2216,0.738,4.66,63.2,75706,39.7,1.68,11.4,NA,NA
2150,"Kodiak Island Borough, Alaska",NA,13101,Alaska,Q2,Urban,,,,,39.75996307,32.99738421,12888.87435,20767.22606,0.687,7.816,62.4,79669,33.9,1.79,17.2,NA,NA
2158,"Kusilvak Census Area, Alaska",NA,8368,Alaska,Q1,Rural,,,,,39.69208564,29.4322829,19883.57006,28050.7375,0.191,0.167,24.4,35369,24.1,0.14,19.9,NA,NA
2164,"Lake and Peninsula Borough, Alaska",NA,1476,Alaska,Q1,Rural,,,,,43.40452261,36.55778894,18060.39489,37853.27139,0.136,2.304,52.5,51693,34.8,0.8,33.4,NA,NA
2170,"Matanuska-Susitna Borough, Alaska",NA,107081,Alaska,Q4,Rural,,,,,64.71006398,59.12460648,14059.1835,23093.59937,1.047,4.897,59.6,75856,35.2,2.25,14.8,NA,0.426216752
2180,"Nome Census Area, Alaska",NA,10046,Alaska,Q1,Rural,,,,,37.28508597,28.7684926,9349.847843,22908.90475,0.547,1.851,42.7,58464,28.3,0.69,20.7,NA,NA
2185,"North Slope Borough, Alaska",NA,11031,Alaska,Q2,Rural,,,,,64.91049634,59.37754272,15481.04692,26363.36558,1.469,4.968,47.7,84784,35.2,0.87,18.6,NA,NA
2188,"Northwest Arctic Borough, Alaska",NA,7793,Alaska,Q1,Rural,,,,,47.29038184,39.29930455,11933.78673,30234.09287,0.924,1.309,37.6,61660,27.8,0.45,25.7,NA,NA
2195,"Petersburg Borough, Alaska",NA,3398,Alaska,Q1,Rural,,,,,31.23086344,23.14758114,6474.396704,15652.06424,1.442,4.826,55.5,71296,42.8,1.55,9.6,NA,NA
2198,"Prince of Wales-Hyder Census Area, Alaska",NA,5753,Alaska,Q1,Rural,,,,,47.52539094,42.57617282,6739.340965,10940.87557,0.382,2.781,53.1,50049,41.3,1.65,24.7,NA,NA
2220,"Sitka City and Borough, Alaska",NA,8458,Alaska,Q1,Urban,,,,,30.03650065,23.85493936,12100.12499,14944.43131,0.437,5.923,69.9,80660,39.5,1.5,16.3,NA,NA
2230,"Skagway Municipality, Alaska",NA,1240,Alaska,Q1,Rural,,,,,30.51563821,24.00676247,4642.857143,7488.479263,0.806,3.306,58.1,74898,40.4,1.77,18.2,NA,NA
2240,"Southeast Fairbanks Census Area, Alaska",NA,6808,Alaska,Q1,Rural,,,,,69.36022051,63.57173945,13528.20212,20501.09115,1.087,5.523,55.9,69646,36.8,2.12,17.1,NA,NA
2275,"Wrangell City and Borough, Alaska",NA,2127,Alaska,Q1,Rural,,,,,47.24220624,41.96642686,6138.760159,10645.44294,0,3.573,55.7,62496,49.4,1.67,18.8,NA,NA
2282,"Yakutat City and Borough, Alaska",NA,662,Alaska,Q1,Rural,,,,,29.18825561,24.00690846,17932.67156,43029.77989,0.604,4.381,52.8,61587,36.9,1.54,23.7,NA,NA
2290,"Yukon-Koyukuk Census Area, Alaska",NA,5343,Alaska,Q1,Rural,,,,,35.98470363,25.60229446,8994.411914,15071.78952,0.131,1.348,45.9,42063,35.2,0.8,27.1,NA,NA
4001,"Apache County, Arizona",0.934,66021,Arizona,Q3,Rural,,,,,19.91876139,0,19379.1153,23829.4309,0.28,5.848,50.2,35386,35,1.71,25.1,32.53155919,NA
4003,"Cochise County, Arizona",0.955,125447,Arizona,Q4,Urban,,,,,40.31225679,29.13311415,10829.38839,15202.77772,3.813,33.971,64.7,48650,41.1,1.97,7.8,58.8282982,0
4005,"Coconino County, Arizona",0.91,145101,Arizona,Q4,Urban,,,,,24.74420809,15.5447601,14129.17308,18112.99912,1.351,14.968,69.3,58301,30.7,1.97,11.2,36.91996943,0.323190778
4007,"Gila County, Arizona",0.914,53272,Arizona,Q3,Urban,,,,,41.68240216,36.2860528,16197.73454,21881.23485,0.529,17.426,58.6,45980,50.2,1.9,10,66.43409732,NA
4009,"Graham County, Arizona",0.929,38533,Arizona,Q3,Rural,,,,,40.95063985,33.65089992,17244.95887,22777.13722,1.394,29.658,55,50685,33.6,2.15,6.9,71.68389463,1.122418212
4011,"Greenlee County, Arizona",0.95,9563,Arizona,Q1,Rural,,,,,59.06506633,53.60075805,8634.469159,14814.53818,0.91,45.76,54.7,68066,34.5,2.35,4.6,66.02442334,NA
4012,"La Paz County, Arizona",0.968,16557,Arizona,Q2,Urban,,,,,53.03676331,44.66079212,17021.71718,21192.5901,0.689,25.349,47.4,39407,56.5,1.66,14.7,68.77178868,NA
4013,"Maricopa County, Arizona",0.927,4420568,Arizona,Q4,Urban,,,,,45.15627766,38.60597929,15077.4936,18727.41887,5.892,30.571,66,68634,36.4,1.81,10.6,48.14292428,0.437576377
4015,"Mohave County, Arizona",0.884,213267,Arizona,Q4,Urban,,,,,57.80018003,52.93358029,13919.10476,17442.85667,1.041,16.002,52.1,49712,51.6,1.86,8.9,75.03248366,2.81578162
4017,"Navajo County, Arizona",0.884,106717,Arizona,Q4,Rural,,,,,31.07352782,18.99498756,17827.52514,24062.57404,0.712,10.202,54.6,40676,37.3,1.77,13.2,53.42592771,NA
4019,"Pima County, Arizona",0.959,1043433,Arizona,Q4,Urban,,,,,35.07107466,26.73633292,12546.87994,15850.72681,3.829,35.727,67.6,56150,38.5,1.72,9.2,39.92298188,0.276560172
4021,"Pinal County, Arizona",0.922,425264,Arizona,Q4,Urban,,,,,49.91842935,43.34264643,15406.19474,19917.91318,5.166,28.578,56.7,62067,39.3,1.85,8.8,57.88759501,0.132355202
4023,"Santa Cruz County, Arizona",0.971,47669,Arizona,Q3,Rural,,,,,3.144221257,0,18096.51675,21316.33916,0.392,83.14,50.4,47779,36.7,1.98,10.2,31.67314379,NA
4025,"Yavapai County, Arizona",0.833,236209,Arizona,Q4,Urban,,,,,51.57486846,46.49785835,10478.91607,14598.99617,0.653,14.559,65.7,54242,53.4,1.93,9.8,63.90613108,0.955161736
4027,"Yuma County, Arizona",0.973,203881,Arizona,Q4,Urban,,,,,35.92454172,24.23346602,19628.95723,21262.89355,2.01,63.764,47.9,47024,34.6,1.83,12.7,52.28030509,0.443889883
5001,"Arkansas County, Arkansas",0.942,17149,Arkansas,Q2,Rural,,,,,43.97803957,39.25997941,19024.84943,20783.38595,24.235,3.709,43,52539,40.7,1.74,6.8,68.40432295,NA
5003,"Ashley County, Arkansas",0.942,19062,Arkansas,Q2,Rural,,,,,50.857201,45.2510556,15310.19081,17104.33623,24.494,5.844,36.6,47744,41.7,1.88,7.8,69.99747666,NA
5005,"Baxter County, Arkansas",0.942,41627,Arkansas,Q3,Rural,,,,,52.39673758,48.15176953,13302.49254,15355.07517,0.216,2.542,53.7,41950,52.2,1.88,5.2,75.38439568,NA
5007,"Benton County, Arkansas",0.942,284333,Arkansas,Q4,Urban,,,,,48.72555447,40.48169205,13824.68544,15737.33213,1.664,17.775,60.7,70775,35.4,2.02,8.9,61.682734,0.761857972
5009,"Boone County, Arkansas",0.942,37373,Arkansas,Q3,Rural,,,,,62.33703783,58.48739047,15595.29225,17892.59626,0.289,2.603,53.9,50083,42.3,1.98,6.9,79.77094776,0.00865509
5011,"Bradley County, Arkansas",0.942,10545,Arkansas,Q1,Urban,,,,,43.00845489,37.98197529,17836.4831,19357.85409,27.852,14.936,40.5,39982,40.6,1.8,11,63.90257252,1.388888889
5013,"Calhoun County, Arkansas",0.942,4739,Arkansas,Q1,Rural,,,,,64.69454616,60.22354982,11702.28801,12853.82691,19.266,2.68,38.6,48415,44.5,2.03,9.3,74.97708524,NA
5015,"Carroll County, Arkansas",0.942,28260,Arkansas,Q3,Rural,,,,,55.28541226,47.26568006,14422.202,15863.41118,0.336,15.237,50.4,43841,45,2.04,11.1,62.93125371,NA
5017,"Chicot County, Arkansas",0.942,10208,Arkansas,Q1,Rural,,,,,44.82111089,38.50563352,18743.00269,20033.30721,53.066,5.692,40.4,37014,43.3,1.57,9.3,42.70046308,NA
5019,"Clark County, Arkansas",0.942,21446,Arkansas,Q2,Rural,,,,,50.95878136,46.58602151,13928.67135,15929.7105,23.907,5.092,56.4,44105,33.7,1.91,8.5,54.98511018,NA
5021,"Clay County, Arkansas",0.942,14552,Arkansas,Q2,Rural,,,,,55.48759535,51.31606075,16848.93584,19712.55792,0.289,2.247,42.1,40686,42.8,1.79,6.5,78.83465175,NA
5023,"Cleburne County, Arkansas",0.942,24711,Arkansas,Q2,Rural,,,,,55.95328866,52.29744372,13586.77743,16612.61324,0.279,2.558,45.8,46214,49.4,1.95,8.2,81.4511041,NA
5025,"Cleveland County, Arkansas",0.942,7550,Arkansas,Q1,Rural,,,,,47.56158874,42.87330317,17381.26774,19445.60076,9.086,2.411,43.4,53773,42.9,2.07,5.5,79.63888889,NA
5027,"Columbia County, Arkansas",0.942,22801,Arkansas,Q2,Rural,,,,,52.41079422,45.39369911,13939.23825,15085.17797,34.498,3.39,45.1,42964,35.7,1.76,7.1,63.83472609,NA
5029,"Conway County, Arkansas",0.942,20715,Arkansas,Q2,Rural,,,,,47.27045956,42.14717452,14265.02534,16195.30361,10.664,4.277,45.4,46924,42.5,1.93,6.8,65.56131261,0.437626681
5031,"Craighead County, Arkansas",0.942,111231,Arkansas,Q4,Urban,,,,,55.787079,50.1685821,17666.83748,20412.86024,16.608,6.048,55.8,47766,34.2,1.76,8.8,66.36545403,0.022482014
5033,"Crawford County, Arkansas",0.942,60133,Arkansas,Q3,Urban,,,,,54.91566151,49.94704143,16297.20786,18634.40801,1.492,7.595,49.5,44600,38.6,1.91,8.1,77.23631232,0.071567369
5035,"Crittenden County, Arkansas",0.942,48163,Arkansas,Q3,Urban,,,,,57.09936399,50.23459493,16717.04124,18889.7227,53.786,2.965,49.4,41976,35.2,1.66,8.4,44.80356816,NA
5037,"Cross County, Arkansas",0.942,16833,Arkansas,Q2,Rural,,,,,48.77885377,44.06480297,15944.02152,18281.26724,21.731,2.091,41.1,45273,40.9,1.88,7.7,71.24747911,NA
5039,"Dallas County, Arkansas",0.942,6482,Arkansas,Q1,Rural,,,,,43.84362962,38.83578257,16875.30304,17794.33156,39.988,3.101,41.6,41314,43.9,1.76,6.5,59.38089845,NA
5041,"Desha County, Arkansas",0.942,11395,Arkansas,Q2,Rural,,,,,40.0844996,33.17489658,15376.41823,17322.13377,47.372,6.784,35,37005,40.1,1.58,6.3,46.13352546,NA
5043,"Drew County, Arkansas",0.942,17350,Arkansas,Q2,Rural,,,,,51.88539437,47.30775564,15301.77028,17249.07369,27.931,3.781,49.7,44162,37.4,1.94,5.5,62.95599305,0.178571429
5045,"Faulkner County, Arkansas",0.942,123498,Arkansas,Q4,Urban,,,,,52.12964359,47.4664106,14849.63319,16820.74666,11.647,5.498,61.4,58482,32.8,1.94,8.8,63.24134637,0.286231884
5047,"Franklin County, Arkansas",0.942,17097,Arkansas,Q2,Rural,,,,,52.24386113,48.72142252,14789.56208,16619.45705,0.462,2.872,43.7,45670,41.2,1.92,5.5,79.63248702,0.026939655
5049,"Fulton County, Arkansas",0.942,12075,Arkansas,Q2,Rural,,,,,67.99711469,64.78320109,13178.3496,16231.88406,0.224,1.275,47.6,32926,48.4,2.13,12.1,77.37839422,NA
5051,"Garland County, Arkansas",0.942,100180,Arkansas,Q4,Urban,,,,,53.71179039,49.23832331,15106.80775,16294.66959,8.113,7.034,58.2,45786,45,1.78,10.5,65.7684563,0.159871214
5053,"Grant County, Arkansas",0.942,17958,Arkansas,Q2,Rural,,,,,54.25677525,49.20339447,15218.84397,16508.36078,2.55,2.45,50.7,58566,41,2.12,4.8,82.85365854,NA
5055,"Greene County, Arkansas",0.942,45736,Arkansas,Q3,Urban,,,,,57.50468836,53.42967457,19797.4712,23251.76791,2.04,3.49,44.6,47098,38,1.93,7.7,78.69565217,NA
5057,"Hempstead County, Arkansas",0.942,20065,Arkansas,Q2,Rural,,,,,65.26565112,54.42597065,13483.32206,15400.66213,28.323,14.717,45.5,40867,40.4,2,9.1,65.27453271,NA
